correct value,prediction
1.0,0.43454117
1.0,0.49328685
1.0,1.4998014
1.0,1.6154201
1.0,1.249778
1.0,0.3524093
1.0,1.3031833
1.0,0.6849286
1.0,1.3728402
1.0,0.6930302
1.0,0.62390715
1.0,0.38156095
1.0,0.43565363
1.0,0.48632878
1.0,0.8162187
0.0,0.23092785
1.0,0.39526153
0.0,0.31249988
0.0,0.3295743
1.0,0.8542499
1.0,0.69527835
0.0,0.32284692
1.0,1.2372334
0.0,0.22218385
1.0,0.45530665
0.0,0.34031415
1.0,0.49691993
0.0,0.29887682
1.0,0.41397178
0.0,0.33910286
0.0,0.1578685
1.0,0.38423383
0.0,0.31370243
0.0,0.21394521
1.0,0.39568394
0.0,0.21177775
0.0,0.26235384
1.0,0.48941642
1.0,0.4009937
1.0,1.3634214
1.0,0.38211644
1.0,1.3279345
1.0,0.6798502
1.0,0.4036082
1.0,0.9340612
0.0,0.3306083
1.0,1.2819633
1.0,0.9318182
1.0,1.026922
1.0,0.31738338
0.0,0.31400228
1.0,0.8681805
0.0,0.31445828
1.0,0.35568404
1.0,0.53118795
1.0,0.5894266
1.0,0.7664668
1.0,0.7631733
0.0,0.31546688
1.0,1.0258639
1.0,0.61247987
1.0,1.8218122
1.0,1.5438976
1.0,0.41821086
1.0,0.3314116
1.0,0.43612868
1.0,0.555008
0.0,0.24912894
0.0,0.21514943
1.0,1.1793725
1.0,0.6709527
0.0,0.35963857
1.0,0.3573238
1.0,2.215398
1.0,1.2076821
1.0,0.5189941
1.0,0.63936365
1.0,0.45342046
1.0,0.4251179
1.0,0.63138014
1.0,0.96490973
0.0,0.28480464
1.0,0.39368027
0.0,0.33627596
0.0,0.32890958
0.0,0.2506826
0.0,0.29394203
1.0,1.0854714
1.0,0.5939556
1.0,0.41745698
0.0,0.33803058
1.0,1.5586684
0.0,0.26732835
0.0,0.31853074
1.0,0.44765633
1.0,0.6064112
1.0,1.3452716
0.0,0.34657302
0.0,0.3123575
1.0,0.93007463
1.0,0.4045022
0.0,0.2625314
1.0,0.8767106
0.0,0.18035686
0.0,0.18250027
0.0,0.28913635
1.0,0.8715311
0.0,0.19713855
1.0,1.1538715
1.0,0.41731942
1.0,0.37513638
0.0,0.1852479
1.0,0.57977897
1.0,1.6316903
1.0,0.37408462
0.0,0.2448231
1.0,0.35528618
0.0,0.1362884
1.0,0.910768
1.0,0.863344
0.0,0.36432412
0.0,0.2459647
1.0,1.3778653
1.0,0.43499774
1.0,1.4758103
1.0,1.963736
0.0,0.16534436
1.0,1.3490689
1.0,1.3441789
0.0,0.14465392
1.0,0.4006573
1.0,0.50538117
0.0,0.319485
1.0,0.62154466
1.0,0.72319704
1.0,0.9876006
0.0,0.23290789
1.0,1.3491163
1.0,1.1112967
1.0,0.49969536
1.0,1.673666
1.0,0.50252736
1.0,0.7461397
1.0,0.75822884
0.0,0.35472608
0.0,0.2323071
1.0,0.42256576
1.0,0.5283876
1.0,0.55933267
1.0,1.1665921
1.0,0.6448553
0.0,0.25100976
1.0,1.0139973
0.0,0.33034483
1.0,0.70271367
0.0,0.29355544
1.0,0.4230191
0.0,0.2200039
0.0,0.30625987
1.0,1.0875485
1.0,0.39278764
0.0,0.16489118
0.0,0.32140246
1.0,1.2554576
1.0,1.1592221
0.0,0.3289475
1.0,0.42165798
1.0,0.71125525
1.0,0.48648816
1.0,0.3743579
1.0,0.389975
1.0,0.4539358
0.0,0.1358779
1.0,1.1709552
0.0,0.33377707
1.0,1.5942187
1.0,0.37079927
0.0,0.3414795
0.0,0.34534872
0.0,0.1763095
1.0,0.41192
0.0,0.22164801
0.0,0.19189319
0.0,0.25089633
1.0,1.2049053
0.0,0.32909033
1.0,0.36792544
1.0,1.010086
0.0,0.27344155
1.0,0.34269488
1.0,1.4613547
1.0,0.5151099
0.0,0.29890317
1.0,0.36885267
0.0,0.27216583
1.0,2.208549
0.0,0.20463887
0.0,0.1760655
0.0,0.23620081
0.0,0.23403019
0.0,0.2743235
0.0,0.18326578
1.0,1.290163
1.0,0.5974917
0.0,0.33231935
1.0,0.9625091
0.0,0.34296894
1.0,0.34538433
0.0,0.2432056
1.0,0.88121766
1.0,1.4426227
1.0,1.7213514
1.0,0.38149256
0.0,0.1718123
0.0,0.32275385
1.0,0.70245284
1.0,0.41433835
1.0,0.51899517
1.0,1.0717978
0.0,0.19688857
1.0,0.40842003
1.0,0.93319196
1.0,0.38780254
1.0,0.44319218
0.0,0.22366855
1.0,0.99653155
0.0,0.21632221
0.0,0.3425259
0.0,0.2001555
1.0,0.4185062
1.0,1.5168402
1.0,1.1552641
0.0,0.2877635
1.0,0.3784964
1.0,0.9292969
0.0,0.25899595
1.0,0.3782639
1.0,1.1344614
1.0,0.6868716
1.0,0.39076394
1.0,1.1774356
1.0,0.7899335
0.0,0.24509305
1.0,0.9571193
1.0,0.69568086
1.0,0.5440828
1.0,1.6380897
0.0,0.21996588
0.0,0.1425519
1.0,0.94127125
0.0,0.37167576
1.0,1.0008011
1.0,0.40129173
0.0,0.22144768
1.0,0.76038665
0.0,0.25504705
1.0,0.8002082
0.0,0.20559463
1.0,0.85091394
1.0,0.3760777
0.0,0.21663281
0.0,0.2887266
1.0,0.7933044
0.0,0.29875147
1.0,0.84495366
0.0,0.2770189
1.0,0.31389624
1.0,0.9729888
1.0,1.0089293
1.0,0.67563635
0.0,0.24580616
1.0,0.55422837
1.0,0.92345566
1.0,0.4085008
0.0,0.33678192
1.0,1.153727
1.0,0.38075855
0.0,0.26348493
0.0,0.17295301
1.0,0.47138733
1.0,1.176975
1.0,1.2097509
1.0,1.302603
0.0,0.2465223
1.0,0.5087864
1.0,1.851908
0.0,0.26622757
1.0,0.38058272
1.0,0.35972664
1.0,1.2919188
1.0,0.42787588
1.0,1.041055
1.0,0.5125013
1.0,0.7895641
1.0,2.3245702
0.0,0.23652494
1.0,0.38264382
0.0,0.30302674
1.0,2.5027556
0.0,0.3517783
0.0,0.23344791
0.0,0.24204534
1.0,0.4926197
0.0,0.18499362
1.0,1.5389228
1.0,0.45382053
1.0,0.58171445
1.0,1.1077375
1.0,1.3936503
1.0,0.41796762
1.0,0.36129206
1.0,0.87283224
1.0,0.8959057
0.0,0.31258243
1.0,0.92382926
1.0,0.3789924
1.0,0.6254233
1.0,0.40153468
0.0,0.27590466
0.0,0.18806785
1.0,0.3373419
1.0,0.6949827
1.0,0.81676924
1.0,0.38402224
0.0,0.2966255
1.0,0.41457826
0.0,0.2647609
1.0,0.55488056
0.0,0.29238534
1.0,0.3490252
1.0,0.32997987
0.0,0.30772352
1.0,1.4209168
1.0,1.1183038
0.0,0.36001748
1.0,0.38231558
1.0,0.5171588
0.0,0.33380297
0.0,0.21237677
1.0,0.40440375
1.0,0.37888062
0.0,0.22118682
0.0,0.26431593
1.0,0.36849856
1.0,1.417439
1.0,0.41325408
1.0,0.439088
1.0,0.5708433
0.0,0.34435374
0.0,0.2485581
0.0,0.13917309
0.0,0.25041324
0.0,0.30741155
1.0,1.7910006
0.0,0.19043222
1.0,0.8688974
1.0,0.42325878
1.0,0.45877284
1.0,0.6862598
1.0,0.9717526
1.0,1.6317153
0.0,0.25311542
1.0,0.5475698
1.0,0.36518657
1.0,0.3590671
0.0,0.22367734
1.0,0.82241887
1.0,0.40751183
0.0,0.22688091
0.0,0.1464873
1.0,0.43013555
1.0,0.5849183
1.0,0.7295251
1.0,1.8741844
1.0,0.45455533
1.0,1.1348836
1.0,0.38267022
0.0,0.12950233
0.0,0.24954578
0.0,0.27535364
0.0,0.33800444
0.0,0.32533014
1.0,0.8414457
1.0,1.145
1.0,2.0842748
1.0,2.5191903
1.0,0.49601704
1.0,0.3894071
0.0,0.2751842
1.0,1.3089929
0.0,0.25227255
0.0,0.22530076
1.0,0.3976876
1.0,1.22787
0.0,0.34607214
1.0,0.83090305
0.0,0.24994117
1.0,0.69348204
0.0,0.20177057
1.0,0.8125164
0.0,0.32276785
1.0,1.5082326
1.0,1.0054343
1.0,0.577521
1.0,0.5557567
0.0,0.2152246
1.0,1.1682801
0.0,0.2415202
0.0,0.24224535
1.0,1.5022798
1.0,0.81219417
1.0,1.0743484
1.0,0.9031262
0.0,0.32465807
1.0,0.4817552
1.0,0.70661783
1.0,1.8365183
1.0,0.50862503
1.0,0.41110015
0.0,0.20784432
0.0,0.2703048
0.0,0.25631863
1.0,0.4796828
1.0,1.4825845
1.0,0.84946996
1.0,2.1092424
1.0,1.3609912
1.0,0.6982251
1.0,1.5001452
0.0,0.30384076
1.0,0.65488905
1.0,0.71153504
0.0,0.22064185
1.0,0.84370387
1.0,0.38717997
1.0,1.4143152
0.0,0.18713161
1.0,0.8069146
0.0,0.28720278
1.0,0.5327186
0.0,0.3360648
0.0,0.2509542
1.0,0.917957
0.0,0.33514372
1.0,1.8227267
0.0,0.26861233
1.0,0.6352237
1.0,0.39978975
1.0,0.47220176
1.0,0.83211595
0.0,0.3361437
1.0,0.7127782
0.0,0.25974068
0.0,0.22754857
0.0,0.123529315
1.0,0.67485934
1.0,0.3967451
1.0,0.8846864
0.0,0.15078461
1.0,2.0324802
0.0,0.26784545
0.0,0.2367692
1.0,1.0446424
1.0,0.44533014
0.0,0.15300804
1.0,1.2801938
0.0,0.33942613
0.0,0.17673361
0.0,0.20352727
1.0,0.5500482
1.0,0.42945212
1.0,0.64848644
0.0,0.24026746
0.0,0.24054086
1.0,0.3960064
1.0,1.0522673
1.0,0.44132894
1.0,0.4876092
0.0,0.21236092
0.0,0.1989106
1.0,0.35020468
1.0,0.80640715
0.0,0.22609389
1.0,0.7885868
1.0,1.20227
1.0,0.5430214
0.0,0.1827747
1.0,1.2082195
1.0,1.011596
1.0,0.5007766
1.0,0.44010597
0.0,0.16019186
1.0,0.39126903
1.0,0.66558
0.0,0.2677775
0.0,0.21320254
1.0,0.98467094
1.0,1.0203822
1.0,0.7894047
1.0,0.547282
1.0,1.0437114
0.0,0.32711306
0.0,0.36237714
1.0,0.67227715
0.0,0.16866595
0.0,0.25494355
0.0,0.32348922
0.0,0.20296705
1.0,1.7465568
0.0,0.24303448
0.0,0.16473475
0.0,0.27510664
1.0,0.8665586
0.0,0.3180632
1.0,1.0497022
0.0,0.16707298
1.0,0.99325675
1.0,0.4361903
0.0,0.35450426
1.0,0.4075755
0.0,0.21990177
1.0,0.38737905
0.0,0.2822311
0.0,0.2140994
0.0,0.19347352
0.0,0.31596088
1.0,0.8461451
0.0,0.22345898
1.0,2.0522316
1.0,0.7101583
0.0,0.2708573
1.0,0.40593714
0.0,0.32294846
1.0,0.4111157
0.0,0.32179832
0.0,0.36484107
1.0,0.9820785
1.0,0.39354378
1.0,2.1427193
1.0,0.41023052
1.0,0.46965677
1.0,2.2612705
0.0,0.283042
0.0,0.34447154
1.0,1.6199288
0.0,0.33060062
0.0,0.27290994
0.0,0.20066133
1.0,0.55953044
1.0,0.8471907
1.0,1.114768
1.0,1.7597506
1.0,2.4078329
1.0,0.43837577
1.0,0.33673197
0.0,0.28781557
0.0,0.27419516
1.0,1.2614102
1.0,0.35446107
1.0,0.4150707
1.0,0.6291123
0.0,0.13909781
1.0,0.54935443
1.0,0.58712304
1.0,0.45644885
1.0,0.5607681
1.0,0.8573018
0.0,0.23845863
0.0,0.26037598
1.0,0.35925764
1.0,0.36801833
1.0,1.2171698
1.0,0.5427903
0.0,0.36401457
1.0,0.4206329
1.0,1.9690728
1.0,1.1294172
1.0,0.7330906
1.0,0.36766702
0.0,0.2474823
0.0,0.25105268
1.0,0.3409434
1.0,0.4046619
1.0,0.40516788
0.0,0.35190597
0.0,0.21312326
1.0,0.78977853
0.0,0.25515586
0.0,0.20065692
1.0,1.2711267
1.0,1.4062655
1.0,0.42038554
0.0,0.2896998
0.0,0.33229625
0.0,0.34522995
1.0,1.1658144
1.0,1.7454724
1.0,0.9946082
1.0,0.4419226
0.0,0.21159047
0.0,0.21250021
1.0,0.679272
0.0,0.31337184
1.0,0.46924078
0.0,0.32639223
1.0,0.4337632
1.0,0.41803503
0.0,0.3315344
1.0,0.5817761
0.0,0.30439198
1.0,0.9244788
1.0,1.1747639
0.0,0.23886007
1.0,1.0604262
1.0,0.88733405
0.0,0.20136294
1.0,0.65278304
0.0,0.2384038
0.0,0.2309863
1.0,0.5050179
1.0,0.37706918
1.0,1.3478942
0.0,0.31408578
0.0,0.23598498
1.0,0.44448775
0.0,0.33821207
1.0,0.39711946
1.0,1.6376452
1.0,1.1546714
1.0,1.0796964
0.0,0.23801282
1.0,0.38722008
1.0,0.40045625
1.0,0.4160757
0.0,0.26231402
0.0,0.28923762
0.0,0.10665971
0.0,0.1354163
1.0,0.4600631
1.0,0.6771217
1.0,0.44667906
1.0,0.6129752
0.0,0.3199325
1.0,0.3432917
0.0,0.18175226
1.0,1.6789746
1.0,0.42164522
1.0,0.7938575
1.0,0.51120526
1.0,0.35419413
0.0,0.31282684
0.0,0.264608
1.0,1.4452977
1.0,1.2402503
0.0,0.1722804
1.0,0.37131053
1.0,0.5163093
1.0,2.1372013
1.0,0.88628846
1.0,1.958637
1.0,1.1847403
1.0,0.46722585
1.0,1.1068845
1.0,1.297287
0.0,0.26232874
0.0,0.20407027
0.0,0.22645718
1.0,0.80404055
0.0,0.2514502
1.0,1.1721797
1.0,1.6570387
1.0,0.39814013
0.0,0.2931432
1.0,1.6280148
1.0,1.0367422
1.0,0.65014094
0.0,0.30040774
1.0,0.6593508
1.0,1.1650934
1.0,0.37035665
1.0,0.39546692
0.0,0.19512746
1.0,1.6963055
0.0,0.26708323
1.0,1.0462348
0.0,0.23011833
0.0,0.31064653
1.0,0.6202006
1.0,0.37557095
1.0,0.39707756
0.0,0.3596877
1.0,0.35322052
1.0,0.37184238
1.0,0.66647613
0.0,0.22153342
1.0,0.90064913
1.0,1.1458511
0.0,0.31147262
1.0,0.40216315
1.0,0.37869456
1.0,0.41777354
1.0,0.3873896
0.0,0.16726166
1.0,1.6571546
1.0,0.73748654
0.0,0.18157992
1.0,0.30927664
0.0,0.18761665
1.0,0.9256528
1.0,0.3362503
0.0,0.21099377
0.0,0.26772416
0.0,0.24459872
1.0,1.494899
1.0,1.1269016
1.0,0.8361744
1.0,1.6637306
1.0,1.2161765
1.0,1.2750938
1.0,0.7281243
1.0,0.69644994
1.0,0.89052254
0.0,0.30784175
0.0,0.3314207
1.0,0.39909023
1.0,1.2503495
0.0,0.18287241
1.0,0.659643
1.0,2.3397503
0.0,0.23174012
1.0,1.4844468
1.0,0.4355927
1.0,0.40880692
0.0,0.30277845
0.0,0.36642334
1.0,1.8947616
1.0,1.2951896
1.0,0.71591455
1.0,0.5361429
1.0,0.4133337
1.0,0.74257714
1.0,1.0659022
0.0,0.32502654
1.0,1.2157383
0.0,0.2816503
1.0,1.269547
0.0,0.22832423
1.0,1.0285718
1.0,1.6308627
0.0,0.21066654
1.0,0.91567737
0.0,0.26982462
0.0,0.15691087
1.0,0.40824956
1.0,1.0818872
1.0,1.1669765
1.0,1.1214437
1.0,0.33544716
0.0,0.23199564
1.0,1.2427559
1.0,0.393515
0.0,0.1562073
1.0,0.8576471
0.0,0.19291398
0.0,0.25834575
1.0,0.3864655
1.0,0.80180126
0.0,0.13267833
1.0,1.0484772
0.0,0.36242956
1.0,1.4741266
1.0,1.2559593
1.0,1.8901908
1.0,0.80460376
1.0,1.1400061
1.0,0.81638175
1.0,1.3959126
0.0,0.3086484
1.0,0.70545465
0.0,0.36148533
1.0,0.4509319
0.0,0.27262247
1.0,1.235915
0.0,0.19678664
0.0,0.16045523
1.0,1.780494
1.0,1.2199607
0.0,0.29689866
0.0,0.26422614
0.0,0.25481847
1.0,0.9558582
1.0,0.6340082
0.0,0.32684594
1.0,0.43180996
1.0,1.4324107
0.0,0.1698128
1.0,0.6916209
1.0,0.783378
1.0,1.0843344
0.0,0.2168161
1.0,0.3580791
1.0,0.8513847
1.0,0.57162255
0.0,0.35642785
0.0,0.23521286
1.0,3.8209836
1.0,0.62373525
0.0,0.14609957
1.0,1.0849614
1.0,0.37908226
0.0,0.28414673
1.0,0.39746243
1.0,1.6577816
1.0,1.051578
1.0,0.85269505
1.0,1.308197
1.0,0.41945386
1.0,0.8104636
1.0,0.40077907
0.0,0.25861883
1.0,1.5092895
1.0,0.34604624
1.0,0.68589884
0.0,0.199267
0.0,0.21432239
0.0,0.18615645
1.0,1.421015
0.0,0.21965653
1.0,0.85178727
1.0,0.49934036
1.0,0.763123
0.0,0.23739016
1.0,0.45054656
0.0,0.29455248
1.0,0.5731461
0.0,0.31930998
1.0,0.9792213
1.0,0.39394212
1.0,0.8934185
0.0,0.19038987
0.0,0.21168643
1.0,1.0016956
0.0,0.16431108
1.0,0.42839813
0.0,0.2664128
0.0,0.1812515
1.0,1.4963808
0.0,0.29746193
1.0,0.8329194
1.0,0.5076724
0.0,0.22909528
1.0,0.7494188
0.0,0.2799809
1.0,0.83302945
1.0,0.684648
0.0,0.15794754
1.0,0.71155983
1.0,0.41748422
1.0,0.39044702
1.0,0.9687173
1.0,0.3898043
1.0,0.48269278
0.0,0.37528098
0.0,0.20883667
0.0,0.23621112
1.0,0.6550533
1.0,0.42769414
1.0,0.35530967
1.0,0.41413504
1.0,1.0122914
1.0,1.0470939
1.0,1.5615172
1.0,1.4260747
1.0,0.6983799
1.0,0.4582889
1.0,0.568858
0.0,0.21246246
1.0,1.3860893
1.0,0.7330815
1.0,1.6929438
1.0,0.65825635
1.0,2.1104202
0.0,0.33908677
1.0,0.4283635
1.0,0.7023044
0.0,0.15912434
0.0,0.22632271
1.0,0.3817339
1.0,0.52867615
0.0,0.33189857
1.0,0.47049946
1.0,1.1690135
1.0,0.921385
1.0,0.66075677
1.0,0.29439288
1.0,0.47671413
0.0,0.29882598
1.0,0.47137064
1.0,1.7970674
1.0,0.7725518
0.0,0.1343815
1.0,2.5670314
1.0,1.7693901
0.0,0.22990483
0.0,0.24985844
1.0,0.39247173
1.0,0.6923466
1.0,0.37697312
0.0,0.30812603
1.0,1.2519453
1.0,1.2269974
1.0,1.5561702
1.0,0.629049
1.0,0.49848074
1.0,1.2595377
1.0,0.37527794
1.0,0.40846062
1.0,0.9266395
0.0,0.20671254
0.0,0.22319981
1.0,0.43995667
1.0,1.0900466
1.0,1.4811642
1.0,0.62794286
1.0,0.42073667
0.0,0.24042332
1.0,0.40003318
0.0,0.14772221
1.0,0.7125967
1.0,0.9085378
0.0,0.1688788
1.0,1.9329252
0.0,0.34301025
0.0,0.35148364
0.0,0.23012224
1.0,0.79576236
1.0,0.66683036
1.0,0.57070434
1.0,2.9582682
1.0,1.273737
1.0,0.41469842
1.0,1.619926
0.0,0.28429532
1.0,1.3339562
0.0,0.20086807
1.0,1.0272858
0.0,0.22715253
1.0,0.5532666
1.0,1.5400081
1.0,0.5406633
1.0,1.0036254
1.0,1.0268128
0.0,0.22448096
1.0,0.68146294
1.0,0.7887838
1.0,1.0268757
1.0,1.1990457
1.0,1.2231197
1.0,1.2131
1.0,0.42575473
1.0,2.0873826
0.0,0.24115306
1.0,0.8890464
1.0,0.38148826
0.0,0.31457162
0.0,0.24101985
0.0,0.2443335
0.0,0.2288132
1.0,0.35379925
1.0,0.39407247
1.0,1.770581
0.0,0.28372058
0.0,0.16551927
0.0,0.19744381
1.0,0.6406131
0.0,0.3405936
1.0,0.38750547
0.0,0.22037432
1.0,1.0917199
0.0,0.22286016
0.0,0.3180719
1.0,1.5624881
1.0,1.1476848
0.0,0.26932663
0.0,0.31404102
1.0,0.7925692
0.0,0.20295358
0.0,0.32527927
0.0,0.31123367
1.0,0.6773308
0.0,0.2966352
0.0,0.19516009
1.0,0.65929157
1.0,1.2462807
1.0,0.4679162
0.0,0.14538178
1.0,0.42977452
1.0,0.32695064
1.0,1.8631613
0.0,0.26483947
1.0,1.1444359
0.0,0.31101212
1.0,1.4238842
1.0,1.8174303
0.0,0.34206086
0.0,0.11530264
1.0,0.3668809
1.0,0.75909895
0.0,0.19846678
1.0,1.2678683
1.0,0.46270388
1.0,1.1037021
1.0,0.43762892
1.0,1.3110883
0.0,0.26055723
0.0,0.25218517
1.0,0.51505107
1.0,1.2496321
1.0,0.5338073
1.0,1.136559
1.0,0.93995506
1.0,0.50336
1.0,0.8640007
1.0,0.7338615
0.0,0.21726847
1.0,1.6496508
0.0,0.23787826
1.0,0.38229543
1.0,0.76542103
0.0,0.23104525
1.0,1.0846481
0.0,0.29005748
0.0,0.23989254
1.0,0.39878958
1.0,1.0519831
0.0,0.29136717
0.0,0.31703138
0.0,0.3058964
1.0,0.8772726
1.0,0.38889724
1.0,0.7001659
1.0,0.62852293
0.0,0.2039491
1.0,0.5420942
1.0,0.36352974
0.0,0.23399752
0.0,0.3519772
1.0,0.449171
1.0,0.3833838
0.0,0.26034808
1.0,0.959081
1.0,0.37859756
1.0,0.74122494
1.0,0.38827103
0.0,0.33639652
0.0,0.28058434
1.0,0.40427214
1.0,1.1004269
1.0,1.531071
1.0,1.0358357
1.0,0.4203623
0.0,0.18685469
1.0,1.1203761
1.0,0.36945286
1.0,0.4261884
0.0,0.35697505
1.0,0.38327616
0.0,0.24768895
0.0,0.24596328
1.0,1.2138226
0.0,0.30766305
0.0,0.3216185
0.0,0.34896028
0.0,0.20423418
1.0,0.45124358
0.0,0.32633844
1.0,0.57015073
0.0,0.3010677
1.0,0.36369288
1.0,0.52638036
0.0,0.3424676
0.0,0.3378707
1.0,0.5983366
1.0,1.268887
1.0,0.5223569
0.0,0.29676756
1.0,1.3405883
1.0,0.39090866
0.0,0.26480335
1.0,1.4759252
1.0,1.2197621
1.0,0.92594844
1.0,0.49198085
0.0,0.21766335
1.0,0.46932304
0.0,0.3411354
1.0,0.6242618
1.0,0.45029116
0.0,0.2237955
1.0,0.6546029
1.0,1.2431667
1.0,0.5566904
1.0,0.57542807
1.0,0.5747558
0.0,0.19968927
1.0,0.5227879
1.0,0.48632568
1.0,0.36934918
0.0,0.32658687
1.0,1.4588656
1.0,1.5168514
0.0,0.32574454
1.0,0.44166678
0.0,0.18166462
0.0,0.3489224
0.0,0.2809412
1.0,0.4158271
0.0,0.20616883
1.0,0.7690483
1.0,0.65297157
1.0,1.0720863
0.0,0.29435596
1.0,0.40322626
1.0,0.4011367
1.0,0.99281234
1.0,0.48803985
0.0,0.2627433
1.0,0.6393401
1.0,0.39296293
1.0,1.2093992
0.0,0.37488908
0.0,0.14226866
1.0,0.36727023
0.0,0.29259428
1.0,1.3439093
0.0,0.3405873
0.0,0.2172311
1.0,1.2614374
1.0,0.49529678
1.0,1.5617363
1.0,0.58916235
0.0,0.2047342
1.0,0.53176016
0.0,0.30799514
1.0,0.49368238
0.0,0.24971646
1.0,0.76642114
0.0,0.2203449
1.0,1.4789412
0.0,0.14997095
1.0,0.76182824
1.0,0.40161735
0.0,0.14733028
1.0,0.8159559
0.0,0.31485817
0.0,0.18678975
1.0,0.9910411
0.0,0.23485824
1.0,0.48039728
0.0,0.28717947
1.0,1.1569884
1.0,0.3996089
1.0,0.82759917
1.0,0.6922651
1.0,0.36735624
0.0,0.2963463
1.0,1.9525204
1.0,0.37764484
1.0,0.9597928
0.0,0.29557908
0.0,0.18652838
1.0,0.6216392
0.0,0.2683547
1.0,1.8363836
1.0,0.6357295
1.0,0.741018
0.0,0.24495566
1.0,0.39758724
0.0,0.28559843
1.0,1.1854577
1.0,0.37657863
1.0,1.3447149
1.0,0.7749288
1.0,2.4490833
1.0,0.81262124
0.0,0.22888955
1.0,0.77886134
1.0,0.4032051
1.0,0.8388805
1.0,1.0089986
1.0,0.70277435
0.0,0.34948
1.0,0.44819158
1.0,1.2435887
0.0,0.35690776
0.0,0.34776726
1.0,0.9610359
1.0,0.39072323
1.0,0.89737624
1.0,1.4446929
1.0,0.6294481
0.0,0.348185
1.0,0.99836546
0.0,0.23229504
1.0,0.6502369
1.0,0.94079953
0.0,0.32117704
0.0,0.19535273
0.0,0.27051663
1.0,1.3388062
1.0,0.53958064
1.0,1.423496
0.0,0.26674497
1.0,0.44707733
1.0,1.5540576
1.0,0.51785475
0.0,0.17112917
1.0,1.0125852
0.0,0.1669324
1.0,0.90832514
0.0,0.1964407
1.0,0.5399496
0.0,0.17881042
1.0,0.4068647
0.0,0.31513184
1.0,0.39074004
1.0,0.9752342
1.0,0.6990176
1.0,0.8721978
1.0,1.0046163
1.0,0.4060446
1.0,1.6612422
0.0,0.34375447
1.0,0.95522064
0.0,0.2601924
0.0,0.24526823
0.0,0.32928348
1.0,0.62544745
1.0,0.76592803
1.0,0.9272174
1.0,1.6735682
1.0,0.63939375
1.0,0.61833304
0.0,0.15442127
0.0,0.23601183
1.0,0.5239096
1.0,0.57024854
0.0,0.31577235
1.0,0.4053684
1.0,2.0487947
0.0,0.25353533
1.0,0.4260487
0.0,0.29306388
1.0,0.60492224
0.0,0.21259046
1.0,0.37591445
0.0,0.26901647
1.0,1.6851621
0.0,0.2601803
0.0,0.29987785
1.0,1.7159455
1.0,0.5190576
1.0,1.8341348
0.0,0.2324022
0.0,0.23101431
1.0,1.092233
1.0,1.8750226
1.0,0.40491158
0.0,0.36239395
0.0,0.15298063
0.0,0.35303086
0.0,0.17524761
0.0,0.31344467
0.0,0.19358432
1.0,1.7928925
1.0,0.78308314
1.0,0.42276973
1.0,0.78949803
0.0,0.18660024
1.0,0.6696339
0.0,0.28290054
1.0,0.85637677
1.0,0.3371793
1.0,0.51552004
1.0,0.9527833
1.0,0.43030453
1.0,0.3871063
1.0,0.8022178
1.0,1.0930717
0.0,0.19259769
1.0,1.5177307
1.0,0.40949667
0.0,0.25393772
1.0,0.40778542
1.0,0.96318644
0.0,0.2884513
1.0,1.0616744
0.0,0.22396508
1.0,1.3572142
1.0,1.3717124
1.0,1.6372273
1.0,0.37580752
0.0,0.18424347
1.0,0.7285103
0.0,0.13995156
1.0,0.43447888
1.0,0.91290396
1.0,0.669148
0.0,0.3260131
1.0,0.7061723
1.0,1.434798
1.0,1.419349
1.0,1.1406355
0.0,0.27259478
1.0,0.3860643
1.0,0.4144721
1.0,1.0510683
1.0,0.42844623
0.0,0.3553118
0.0,0.23796266
1.0,1.6682334
0.0,0.18567583
1.0,2.9904442
1.0,0.35540015
1.0,1.0177829
1.0,0.5393387
1.0,0.56726664
1.0,1.0516937
1.0,0.50415105
1.0,0.9712978
1.0,1.4352617
1.0,1.5497332
1.0,0.6650242
1.0,0.58132285
1.0,1.6690533
0.0,0.12421186
0.0,0.2902398
0.0,0.26444194
1.0,1.5258472
0.0,0.31828088
1.0,1.0555873
0.0,0.23862717
1.0,0.43553573
0.0,0.16639888
1.0,0.33384317
1.0,0.3917963
1.0,1.2030001
1.0,0.8919808
1.0,1.1261318
1.0,0.66397554
0.0,0.28437805
1.0,0.37674397
1.0,0.74034953
0.0,0.33807164
1.0,1.1185076
0.0,0.3215452
0.0,0.28279322
0.0,0.3242987
1.0,0.4150238
1.0,0.4398995
0.0,0.23046654
1.0,0.6630596
0.0,0.20384735
1.0,1.2358334
1.0,0.4137854
1.0,0.9168349
0.0,0.26615173
1.0,0.8186602
1.0,1.2597113
1.0,2.0073543
0.0,0.25636822
0.0,0.14580834
0.0,0.34814453
0.0,0.27406275
1.0,0.5048241
0.0,0.256946
0.0,0.27265763
1.0,0.8946282
1.0,1.9074569
1.0,1.2235112
0.0,0.18925565
0.0,0.1823546
1.0,0.67593044
1.0,2.663035
1.0,0.6001293
1.0,0.7011209
0.0,0.3246029
1.0,0.89259225
1.0,0.87403345
0.0,0.24865496
1.0,0.8969318
0.0,0.19976532
0.0,0.32857895
1.0,0.39320135
0.0,0.18695319
1.0,0.49088067
1.0,0.6233306
1.0,0.38599205
1.0,1.0729477
1.0,0.9295965
0.0,0.25215977
1.0,0.8498935
0.0,0.32781488
0.0,0.16529116
1.0,0.8257976
1.0,0.7999427
